"DAX","SMI","CAC","FTSE"
"1",0.00567390014892611,0.00824495637135122,0.0113500788533231,0.0110542247596183
"2",0.00767578282219684,-9.12683564115201e-05,0.00307955760915483,0.00288918962639169
"3",0,0,0,0.000270453010438034
"4",0.0179631880355947,0.00316979802617307,0.0133292702459047,0.012310776074326
"5",-0.00327909693848445,-0.000347041474939031,-0.00193010330822108,0
"6",0.000987931384071103,0.00377664328033525,-0.00532986523055277,-0.00616491085932637
"7",-8.82429505487216e-05,0.00954669183029398,-0.00934709627857334,0.00713674204421192
"8",-0.000606143317112958,-0.000188186989991295,0.00308877933401951,0.00858902243268621
"9",-0.00306898898705139,-0.00143787219724517,0.00231290372395689,0.00149807986963367
"10",0.00956507528184768,0.00392758055649976,0.0100179373822081,0.00900711123992805
"11",-0.00415844974784591,-0.00716889096564035,-0.00743532837208246,0.00411364849791303
"12",0.0179554716742464,0.00805486832539422,0.00179797009428571,-0.00229647925812971
"13",-0.0199312380060452,-0.0173402802314117,-0.021857958484472,-0.0115942009882423
"14",0.00172045127896878,0.00442268347641494,0,-0.00272902622369225
"15",-0.000811949366107047,0.00445028069768543,-0.000942343529126821,0.00422799879958464
"16",-0.00221268830216001,-0.00336889706610475,-0.00329882091511517,-0.00812816708955922
"17",0.00717148962997689,0.00820156911341771,0.00156808518237533,0.00103221519195748
"18",0.00730506703630161,0.0070443094205128,0.00694212882983981,-0.00234987720198045
"19",-0.00848740194882324,-0.00443927259202588,-0.0157750705795271,-0.00498837083631247
"20",-0.00665310077271974,-0.00186789714783576,-0.00952198612477921,-0.000856501157945941
"21",0.00264348639146751,-0.00494951180983772,0.00517797595365973,-0.0049670957898392
"22",0.0308718355892773,0.0328418358017706,0.0403057874612826,0.0166969182758173
"23",0.00503759856060447,-0.0125695204545233,-0.0046931187889539,-0.000149287154117651
"24",0.005030172250684,-0.00314791296687423,0,-0.00169330128299551
"25",-0.00116616841345344,-0.00779657109065377,-0.000189699327136348,0.00191160534135781
"26",0.010435432251997,0.00672481242492453,0.0267863024381521,0.0153395722455583
"27",0.00596442838805063,-0.00261577938817169,-0.00169599362255586,-0.00112488132728027
"28",-0.00805008600346669,-0.00596457710319888,-0.0115965737149405,-0.00638179136193991
"29",-0.00283464152326424,-0.00465698741700299,-0.0106745312469199,-0.00347641357565923
"30",-0.00813355560263376,0.00351731483718693,0.00446633234970308,-0.00272560457886608
"31",-0.00219068782451818,-0.00885725331463558,0.00376629109699867,-0.00280375287449366
"32",0.0101825315705331,0.00393853316288273,0.0183360176823979,0.00660971067348635
"33",-0.00383151961539367,-0.0041942263085857,0.00130483428479804,-0.00512885565016244
"34",0.00967312432701252,0.00177233591869979,0.00527590900444496,0.00946023518090581
"35",-0.00687349743748927,-0.00354813967469399,-0.017347680521441,-0.00402137046299322
"36",0.00168044278167652,-0.00155496843647005,0.00214374447438003,0.00307611751736505
"37",0.00685780037708054,0.00940475734201431,0.0153381562144524,0.00495502382954675
"38",0.00770119920217821,0.00124785541071513,-0.00114690868582865,0.00101871040084314
"39",-0.00663925966307113,-0.0275977521774197,-0.00874912505760267,-0.00264354259497393
"40",0.00796405014461348,-0.00323912010216871,0.00519948231315961,-0.00229731635697202
"41",0.00637598923380638,0.00563287041529855,0.00926619884249959,0.0113356671954001
"42",-8.62767278649144e-05,0.00254879252458966,0.000691100951278505,-0.000569044021424973
"43",0.00884396436475209,0.00251536299930992,0.0106831454974745,0.00286606625224835
"44",-0.00665310077271974,-0.00186789714783576,-0.00952198612477921,-0.000856501157945941
"45",0.0024101273207414,-0.000692920688309276,0.00519175839007355,-0.00396365922958832
"46",0.00549697400327679,0.000844951465564092,-0.00639563623640509,0.00252605123269845
"47",0.00280946457377458,0.0036697288889624,0.0088964578716883,0.00640463321287243
"48",0.00132820225980747,0.00368477464950063,0.00371076298448866,0.0030720853253437
"49",0.00679063343491945,0.00598081631689595,-0.00106410058850581,0.00983315965564703
"50",-0.0044016840801877,-0.00234576696821923,-0.00514701284446019,0.00293328550830922
"51",0.00575533179125022,0.00236922612227903,0.00326805891807855,-0.00433549611971364
"52",0.0066536041368435,0.0078330481783486,0.00890410353791936,0.00591749534599492
"53",-0.000604297189850508,0.000452761855002715,-0.0011276269775069,-0.00268821719432438
"54",0.0111970889292348,0.0150531138843021,0.0144391795880136,0
"55",-0.00718048600296864,0.00759647569939459,-0.00185197940305315,0.0112735299066134
"56",0.00129239700301275,0.000657953787530522,-0.000218150088125149,0.0076031168483912
"57",0.0326088258960076,0,0.0131842376159399,0.011230634062007
"58",0.00281662277053764,-0.00513500763487343,-0.0104192401004559,-0.0108872284338028
"59",0.0132462487110812,0.00998776056759025,0.00671636017468582,0.0121888500236181
"60",0.0125600766311524,0.0190471340803634,0.0182607437855859,0.0207654544819887
"61",0.00848595437685746,-0.000448595455176225,0.00287088405033004,-0.0031626298905147
"62",-0.0045109228988892,0.00140482345744898,-0.00785053529556091,-0.00370014482691623
"63",-0.00557279235669364,0.00228094227877697,-0.0146918789576838,-0.00300338457134888
"64",0.0373799088691448,0.0100199110512003,0.0162206759079681,0.00849534759929483
"65",0.0108236011513725,0.0166483383707355,0.00740087810218046,0.00313312587380089
"66",-0.00407139842789675,-0.000819880187258927,0.00490275429169144,-0.000311594431212697
"67",0.0250494793044426,0.0147252254771291,0.0145540418925969,0.00285525589450299
"68",-0.00622552732453766,-0.00129390036536126,-0.0220587502255446,0.00265233130400132
"69",0.0059451415501093,0.00283065789461066,0.00157282196625892,0.0037278974705766
"70",0.00170904708839089,0.00140603493257295,0.000537316653623613,-0.00677029211817054
"71",0.0119870201446877,0.0207707368447978,0.011159405670834,0.0131983553227709
"72",-0.00139998737853674,0.00938228233149035,-0.00465317513435065,0.00546720131864119
